Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterpie,10,10,0,Bug,,Bug,Bug,Shield Dust,Shield Dust,Run Away,45,30,35,20,20,45,1,Tackle,1,String Shot,9,Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electroweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metapod,11,11,0,Bug,,Bug,Bug,Shed Skin,Shed Skin,Shed Skin,50,20,55,25,25,30,1,Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electroweb,Iron Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butterfree,12,12,0,Bug,Flying,Bug,Bug,Compound Eyes,Compound Eyes,Tinted Lens,60,45,50,90,80,70,1,Gust,1,Harden,1,Tackle,1,String Shot,1,Bug Bite,4,Supersonic,8,Confusion,12,Poison Powder,12,Stun Spore,12,Sleep Powder,16,Psybeam,20,Whirlwind,24,Air Slash,28,Safeguard,32,Bug Buzz,36,Tailwind,40,Rage Powder,44,Quiver Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Hyper Beam,Protect,Rain Dance,Giga Drain,Safeguard,Solar Beam,Psychic,Shadow Ball,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Skill Swap,Roost,Energy Ball,Endure,Bug Buzz,Giga Impact,Flash,Psych Up,Sleep Talk,Dream Eater,Swagger,U-turn,Substitute,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Electroweb,Dual Wingbeat,Signal Beam,Ominous Wind,Iron Defense,Tailwind,Swift,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weedle,13,13,0,Bug,Poison,Bug,Bug,Shield Dust,Shield Dust,Run Away,40,35,30,20,20,50,1,Poison Sting,1,String Shot,9,Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electroweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kakuna,14,14,0,Bug,Poison,Bug,Bug,Shed Skin,Shed Skin,Shed Skin,45,25,50,25,25,35,1,Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electroweb,Iron Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,15,15,0,Bug,Poison,Bug,Bug,Swarm,Swarm,Sniper,65,90,40,45,80,75,1,Fury Attack,1,Bug Bite,17,Poison Sting,1,String Shot,1,Harden,11,Fury Cutter,14,Laser Focus,20,Focus Energy,23,Venoshock,26,Assurance,29,Toxic Spikes,32,Pin Missile,35,Poison Jab,38,Agility,41,Endeavor,44,Fell Stinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Brick Break,Double Team,Sludge Bomb,Aerial Ace,Facade,Rest,Attract,Thief,Roost,False Swipe,Endure,Payback,Giga Impact,Flash,Swords Dance,X-Scissor,Sleep Talk,Poison Jab,Swagger,U-turn,Substitute,Cut,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Electroweb,Laser Focus,Fury Cutter,Ominous Wind,Iron Defense,Tailwind,Swift,Drill Run,Knock Off,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pidgey,16,16,0,Normal,Flying,Flying,Flying,Keen Eye,Tangled Feet,Big Pecks,40,45,40,35,35,56,1,Tackle,5,Sand Attack,9,Gust,13,Quick Attack,17,Whirlwind,21,Twister,25,Feather Dance,29,Agility,33,Wing Attack,37,Roost,41,Tailwind,45,Aerial Ace,49,Air Slash,53,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Cutter,Air Slash,Brave Bird,Uproar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pidgeotto,17,17,0,Normal,Flying,Flying,Flying,Keen Eye,Tangled Feet,Big Pecks,63,60,55,50,50,71,1,Tackle,5,Sand Attack,9,Gust,13,Quick Attack,17,Whirlwind,22,Twister,27,Feather Dance,32,Agility,37,Wing Attack,42,Roost,47,Tailwind,52,Aerial Ace,57,Air Slash,62,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pidgeot,18,18,0,Normal,Flying,Flying,Flying,Keen Eye,Tangled Feet,Big Pecks,83,80,75,70,70,101,68,Hurricane,1,Tackle,5,Sand Attack,9,Gust,13,Quick Attack,17,Whirlwind,22,Twister,27,Feather Dance,32,Agility,38,Wing Attack,44,Roost,50,Tailwind,56,Aerial Ace,62,Air Slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Hyper Beam,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Giga Impact,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattata,19,19,0,Normal,,Field,Field,Run Away,Guts,Hustle,30,56,35,25,35,72,1,Tackle,1,Tail Whip,4,Quick Attack,7,Focus Energy,10,Bite,13,Laser Focus,16,Take Down,19,Assurance,22,Crunch,25,Sucker Punch,28,Super Fang,31,Double-Edge,34,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Thief,Charge Beam,Endure,Thunder Wave,Sleep Talk,Grass Knot,Swagger,Pluck,Substitute,Cut,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Screech,Flame Wheel,Fury Swipes,Bite,Counter,Reversal,Uproar,Last Resort,Revenge,Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Uproar,Zen Headbutt,Swift,Icy Wind,Sucker Punch,Last Resort,Endeavor,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raticate,20,20,0,Normal,,Field,Field,Run Away,Guts,Hustle,55,81,60,50,70,97,1,Scary Face,1,Swords Dance,1,Tackle,1,Tail Whip,4,Quick Attack,7,Focus Energy,10,Bite,13,Laser Focus,16,Take Down,19,Assurance,24,Crunch,29,Sucker Punch,34,Super Fang,39,Double-Edge,44,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Thief,Charge Beam,Endure,Giga Impact,Thunder Wave,Swords Dance,Sleep Talk,Grass Knot,Swagger,Pluck,Substitute,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Uproar,Stomping Tantrum,Zen Headbutt,Swift,Icy Wind,Sucker Punch,Last Resort,Endeavor,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spearow,21,21,0,Normal,Flying,Flying,Flying,Keen Eye,Keen Eye,Sniper,40,60,30,31,31,70,1,Peck,1,Growl,4,Leer,8,Assurance,11,Fury Attack,15,Aerial Ace,18,Wing Attack,22,Take Down,25,Agility,29,Focus Energy,32,Roost,36,Drill Peck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,False Swipe,Endure,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scary Face,Quick Attack,Tri Attack,Astonish,Sky Attack,Whirlwind,Uproar,Feather Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Drill Run,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fearow,22,22,0,Normal,Flying,Flying,Flying,Keen Eye,Keen Eye,Sniper,65,90,65,61,61,100,45,Drill Run,1,Pluck,1,Peck,1,Growl,4,Leer,8,Assurance,11,Fury Attack,15,Aerial Ace,18,Wing Attack,23,Take Down,27,Agility,32,Focus Energy,36,Roost,41,Drill Peck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Hyper Beam,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,False Swipe,Endure,Giga Impact,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Drill Run,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekans,23,23,0,Poison,,Field,Dragon,Intimidate,Shed Skin,Unnerve,35,60,44,40,54,55,1,Wrap,1,Leer,4,Poison Sting,9,Bite,12,Glare,17,Screech,20,Acid,25,Stockpile,25,Swallow,25,Spit Up,28,Acid Spray,33,Sludge Bomb,36,Gastro Acid,38,Belch,41,Haze,44,Coil,49,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Protect,Rain Dance,Giga Drain,Iron Tail,Earthquake,Dig,Double Team,Sludge Bomb,Rock Tomb,Torment,Facade,Rest,Attract,Thief,Endure,Payback,Dark Pulse,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slam,Spite,Beat Up,Poison Fang,Scary Face,Poison Tail,Disable,Switcheroo,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Spite,Gastro Acid,Seed Bomb,Aqua Tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbok,24,24,0,Poison,,Field,Dragon,Intimidate,Shed Skin,Unnerve,60,95,69,65,79,80,1,Crunch,1,Ice Fang,1,Thunder Fang,1,Fire Fang,1,Wrap,1,Leer,4,Poison Sting,9,Bite,12,Glare,17,Screech,20,Acid,27,Stockpile,27,Swallow,27,Spit Up,32,Acid Spray,39,Sludge Bomb,44,Gastro Acid,48,Belch,51,Haze,56,Coil,63,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Hyper Beam,Protect,Rain Dance,Giga Drain,Iron Tail,Earthquake,Dig,Double Team,Sludge Bomb,Rock Tomb,Torment,Facade,Rest,Attract,Thief,Endure,Payback,Giga Impact,Dark Pulse,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Spite,Stomping Tantrum,Gastro Acid,Seed Bomb,Aqua Tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,25,25,0,Electric,,Field,Fairy,Static,Static,Lightning Rod,35,55,40,50,50,90,1,Play Nice,1,Sweet Kiss,1,Nuzzle,1,Nasty Plot,1,Charm,1,Thunder Shock,1,Tail Whip,1,Growl,1,Quick Attack,4,Thunder Wave,8,Double Team,12,Electro Ball,16,Feint,20,Spark,24,Agility,28,Slam,32,Discharge,36,Thunderbolt,40,Light Screen,44,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Brick Break,Double Team,Reflect,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Fling,Charge Beam,Endure,Nasty Plot,Flash,Thunder Wave,Sleep Talk,Grass Knot,Swagger,Substitute,Surf,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Rollout,Electroweb,Mud-Slap,Laser Focus,Signal Beam,Ice Punch,Thunder Punch,Magnet Rise,Seismic Toss,Swift,Knock Off,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raichu,26,26,0,Electric,,Field,Fairy,Static,Static,Lightning Rod,60,90,55,90,80,110,1,Thunder Punch,1,Play Nice,1,Sweet Kiss,1,Nuzzle,1,Nasty Plot,1,Charm,1,Thunder Wave,1,Double Team,1,Electro Ball,1,Feint,1,Spark,1,Agility,1,Slam,1,Discharge,1,Thunderbolt,1,Light Screen,1,Thunder,1,Thunder Shock,1,Tail Whip,1,Growl,1,Quick Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Iron Tail,Thunderbolt,Thunder,Dig,Brick Break,Double Team,Reflect,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Focus Blast,Fling,Charge Beam,Endure,Nasty Plot,Giga Impact,Flash,Thunder Wave,Sleep Talk,Grass Knot,Swagger,Substitute,Surf,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Rollout,Electroweb,Mud-Slap,Laser Focus,Signal Beam,Ice Punch,Thunder Punch,Magnet Rise,Seismic Toss,Swift,Knock Off,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandshrew,27,27,0,Ground,,Field,Field,Sand Veil,Sand Veil,Sand Rush,50,75,85,20,30,40,1,Scratch,1,Defense Curl,3,Poison Sting,6,Sand Attack,9,Rollout,12,Fury Cutter,15,Rapid Spin,18,Bulldoze,21,Swift,24,Fury Swipes,27,Agility,30,Slash,33,Dig,36,Gyro Ball,39,Swords Dance,42,Sandstorm,45,Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Work Up,Sunny Day,Protect,Safeguard,Iron Tail,Earthquake,Dig,Brick Break,Double Team,Sandstorm,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Thief,Fling,Endure,Shadow Claw,Gyro Ball,Swords Dance,Stealth Rock,Rock Slide,X-Scissor,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter,Flail,Mud-Slap,Night Slash,Metal Claw,Hone Claws,Rapid Spin,Crush Claw,Mud Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Bulldoze,Rollout,Mud-Slap,Fury Cutter,Stomping Tantrum,Seismic Toss,Swift,Scorching Sands,Leech Life,Knock Off,Super Fang,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
